"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006898","GO:0006898","receptor-mediated endocytosis","114/5716","256/18614",1.93084073583142e-06,4.77511766592154e-05,3.28164753401631e-05,"WDR54/CACNG3/CD9/TNK2/CALCRL/SNAP91/NEDD4/LRP6/CLTCL1/HMMR/PICALM/CACNG5/CACNG4/ANKRD13A/CEACAM1/CTTN/TF/GRK3/RIN3/NECAB2/LILRB1/CAV2/CAV1/TFR2/SERPINE1/DNM1/CUBN/DKK1/VTN/FOLR1/APOC3/CD81/WASF1/VEGFA/ITGA4/SDC1/AAK1/DNAJC6/SGIP1/CLU/LRP1/H1-1/C3/HIP1/LDLR/APOE/SNX9/FCHO1/HIP1R/CAP1/RAMP2/DLG4/SFTPD/LYVE1/NUMB/CTSL/ENTREP1/CD63/ARRB1/ITGAV/BMP2K/SCARB2/EGF/SH3GL3/ARRB2/ASGR1/CACNG8/HSPG2/RALB/ACKR3/RAB5A/SNCA/VLDLR/ADM/ITGB1/DAB2/PLA2R1/ANGPT1/RABGEF1/FCHO2/LDLRAP1/ARHGAP27/ITGB2/AP2M1/CXCL16/TGFBR2/ARF6/GREM1/RAB31/ADRB2/CXCL8/ITGAM/CD14/APLN/GRK2/CLTB/LDLRAD3/ANXA2/HGS/PIP5K1C/MAGI2/NLGN3/PDLIM7/AP2A1/IGF2R/DNM3/ITSN2/ARC/DLL1/MIR27B/STON1/APELA/ITGB3/MRC1",114
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","135/5716","313/18614",1.97535424578943e-06,4.86648574728967e-05,3.34443925139102e-05,"HECW1/FUZ/ISL1/WWTR1/SNAI2/DKK3/TLE2/ASPM/LRP6/EDN1/PSEN1/TCF7/CYLD/STK4/FERMT1/SFRP1/DLX5/CAV1/TLE4/KANK1/DVL1/GATA3/DKK1/WNT3/COL1A1/SMURF2/NHERF1/NFKB1/FOLR1/MDK/CAPRIN2/GLI1/WNT5B/TBX18/SEMA5A/NPHP3/WNT5A/APC2/IGFBP2/WNT6/SDC1/NID1/RNF146/UBE2B/EGR1/RECK/BICC1/TTC21B/SOX9/FRMD8/APOE/LGR6/BMAL1/LRP4/WNT10A/EDNRB/KLF4/LEF1/EGF/PRICKLE1/LGR5/NKD1/IGFBP4/WNT9A/SOX13/RAB5A/RBMS3/SFRP2/NKD2/DAAM2/RSPO3/EGFR/IGFBP1/GPC3/TCF7L2/LATS2/FOXO1/PTPRO/EDNRA/TCF7L1/HHEX/DAB2/NR4A2/LRRK1/WNT7A/DKK2/FZD7/FZD1/EDA/AMFR/PLPP3/DRAXIN/DISC1/CCNYL1/FZD5/FZD6/CTHRC1/WNK2/AMER2/DACT1/ILK/MESP1/GREM1/SMAD3/DAPK3/IGFBP6/AXIN2/CDH2/MCC/MLLT3/RARG/SHISA3/FZD2/TMEM64/FRAT2/SOX2/EXT1/NOG/KREMEN1/BCL9L/LYPD6/WNT7B/TMEM198/FZD9/SHISA6/SULF2/TLE1/SRC/DACT3/NRARP/LGR4/TMEM170B/CSNK1E/FRMD8P1/FOXD1",135
"GO:0002028","GO:0002028","regulation of sodium ion transport","50/5716","92/18614",2.00021815683293e-06,4.9089323467312e-05,3.37361021389499e-05,"HECW1/ATP1A2/PKP2/ATP2B4/ATP1B3/NEDD4/PTPN3/TESC/P2RX7/NOS1/FXYD5/SNTA1/FGF14/SCN1B/RANGRF/NHERF1/FGF12/KLHL24/WNK4/YWHAH/ATP1B2/FGF13/ACTN4/GRP/P2RX4/SERPINE2/FXYD2/HECW2/SIK1/AKT1/ATP1B1/OSR1/CAMK2D/STOM/GPD1L/CNKSR3/FGF11/NOS3/WNK2/SCN3B/NETO1/CHP2/ADRB2/PRKCE/GLRX/SCN4B/PER1/WNK3/STK39/DMD",50
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","97/5716","211/18614",2.04132660393875e-06,4.99077188719626e-05,3.42985354546123e-05,"SYN1/SYT7/ATP1A2/SLC4A8/SNCAIP/SYT1/PFN2/CHAT/STXBP2/SLC1A3/MOXD1/PSEN1/MEF2C/CADPS2/P2RX7/NOS1/SNAP23/COMT/STX1B/RIMS4/SNPH/SLC32A1/SYP/VPS18/RAB3A/GRIK5/STX1A/DVL1/P2RX1/NRXN2/SLC6A12/ALDH5A1/SLC29A1/BCHE/CSPG5/RAB3GAP1/STXBP3/KMO/RIMS3/CHRNB4/SV2C/NPY/PDE1B/GRM4/PRKCG/RAP1B/SYNGR3/PNKD/GAD1/SYT5/UNC13A/PER2/SYT11/STX11/DYSF/KCNMB4/STXBP1/GCHFR/MYOF/MCTP2/SNAPIN/RAB5A/SNCA/SLC18B1/SYT8/ITGB1/HNMT/WNT7A/SYN2/TPRG1L/SV2A/BRSK1/STXBP5/DAGLB/GPER1/CDK5/ZNF219/PRKCB/STX3/PRRT2/GDNF/RAB3B/P2RY1/SYT12/SNCG/SLC29A2/MCTP1/PPFIA3/TH/CACNB4/ABAT/SEPTIN5/SV2B/SYN3/PIP5K1C/ERC2/ITGB3",97
"GO:1901214","GO:1901214","regulation of neuron death","140/5716","327/18614",2.10286279227854e-06,5.1101278519452e-05,3.51187963042743e-05,"BAD/PLXND1/CRLF1/CX3CL1/FYN/ISL1/TNFRSF1B/GRN/HIPK2/ROCK1/PICALM/PSEN1/MEF2C/SLC23A2/TGFB2/MSH2/NRP1/PLA2G3/HMOX1/LGMN/CHGA/SIX4/HIF1A/MYBL2/CTSZ/TOX3/MAG/GRIK5/SLC1A1/GATA3/DKK1/CCL2/WFS1/TRIM2/PPARGC1A/CCND1/MDK/ENO2/GHR/NR3C1/CPEB4/WNT5A/GBE1/LANCL1/DHCR24/KMO/KIF14/NR4A3/EGR1/CLU/NPY/CNTFR/STAMBP/GRM4/PRKCG/SIX1/GFER/KDR/PARP2/APOE/NES/VSTM2L/RRAS2/NGF/IL6ST/EPHA7/FAIM2/GPNMB/STXBP1/TLR4/TFAP2A/ST8SIA2/MEAK7/ARRB2/TRPM2/AKT1/PARP1/DLX1/SNCA/RASA1/BTBD10/HYOU1/SLC7A11/POU4F1/NR4A2/RETREG1/ANGPT1/FZD1/PINK1/ATP13A2/BTG2/G6PD/ITGB2/DRAXIN/CAPN2/ADORA1/CASP3/TERT/GRIK2/CDK5/NSMF/AXL/THAP11/GDNF/ITGAM/FOS/SEMA3E/BCL2L1/PRNP/CEBPB/SNCG/NMNAT1/CD34/CHRNA7/CLCF1/NUPR1/BDNF/BOK/JUN/NQO1/F2R/CSF1/NRBP2/BACE1/MAPT/PPARA/DCC/RILPL1/FZD9/SYNGAP1/MAP3K5/NTRK1/HLA-F/SULT1A4/ITGA1/TNF/CNTF/IKBKG/CCL5/NEFL",140
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","144/5716","338/18614",2.10604025002407e-06,5.1101278519452e-05,3.51187963042743e-05,"HECW1/ITGA3/TMEM132A/FUZ/ISL1/WWTR1/SNAI2/DEPDC1B/DKK3/TLE2/ASPM/PSEN1/CYLD/STK4/RSPO4/FERMT1/SFRP1/DLX5/CAV1/TLE4/KANK1/DKK1/RNF43/WNT3/COL1A1/SMURF2/NHERF1/NFKB1/FOLR1/MDK/CAPRIN2/GLI1/WNT5B/MDFI/TBX18/SEMA5A/NPHP3/WNT5A/APC2/IGFBP2/TNFAIP3/RNF146/UBE2B/EGR1/RECK/BICC1/LRP1/TTC21B/SOX9/FRMD8/MACF1/APOE/NFATC1/LGR6/BMAL1/MBD2/LRP4/TLR2/SULF1/LEF1/EGF/PRICKLE1/LGR5/NKD1/IGFBP4/SOX13/ATP6V1C2/RBMS3/SFRP2/NKD2/DCDC2/DAAM2/RSPO3/EGFR/IGFBP1/GPC3/TCF7L2/LATS2/FOXO1/PTPRO/TCF7L1/HHEX/DAB2/LRRK1/APCDD1/DKK2/FZD7/TIAM1/FZD1/EDA/AMFR/PLPP3/LZIC/DRAXIN/DISC1/CCNYL1/PBXIP1/KLF15/TERT/FZD6/CTHRC1/WNK2/AMER2/DACT1/ILK/MESP1/GREM1/SMAD3/DAPK3/NXN/IGFBP6/CMAHP/AXIN2/CXXC4/CDH2/MCC/MLLT3/FOXL1/SHISA3/TMEM64/SHISA2/SOX2/NOG/KREMEN1/NOTUM/WWOX/TRABD2A/LYPD6/TMEM198/FZD9/SHISA6/SULF2/TLE1/SRC/DACT3/NRARP/APCDD1L/ALPK2/LGR4/TMEM170B/CSNK1E/TAX1BP3/FRMD8P1/TRABD2B",144
"GO:0060348","GO:0060348","bone development","106/5716","235/18614",2.11913470632736e-06,5.12256998559585e-05,3.52043035107332e-05,"HOXA11/IGF1/FOXC1/EVC/RARB/MEF2C/PTPRC/GLG1/PLS3/PHEX/ACP5/XYLT1/LILRB1/COMP/DLX5/OGN/ENG/COL1A1/MAP2K6/ZBTB16/SH2B3/RAB23/GHR/LOX/MEF2D/LEPR/P3H1/GPR68/MSX2/SLC10A7/RUNX2/SOX9/MED1/SBDS/KDR/LRRC17/NOTCH2/ADAMTS7/TFAP2A/SULF1/MMP13/IFT172/NAB1/BMPR1B/COL2A1/ECM1/MEIS1/PDGFC/EBP/CER1/SERPINH1/PIP4K2A/EXT2/ADAMTS12/FLI1/LRRK1/MMP16/FGF18/MMP14/SLC38A10/STC1/NPR2/DHRS3/MATN1/ALPL/MSX1/TGFBR2/PLXNB1/FREM1/INPPL1/FBN1/PPIB/GREM1/LTBP3/COL3A1/AXIN2/SHOX2/THBS3/AKAP13/RARG/BNC2/PHOSPHO1/FAM20C/ZFPM1/EXT1/BGN/ANXA2/TMEM119/RFLNB/NOTUM/MAPK11/INSIG1/SEMA4D/SULF2/COL27A1/FLNA/ANXA6/SIGLEC15/SRC/COL13A1/PAPSS2/TGM2/GP1BB/IFITM5/BGLAP/SCX",106
"GO:1902287","GO:1902287","semaphorin-plexin signaling pathway involved in axon guidance","13/5716","14/18614",2.14185724903269e-06,5.1581056596555e-05,3.5448518554856e-05,"PLXND1/PLXNA2/EDN1/NRP1/PLXNA1/ECE1/PLXNA3/PLXNC1/EDNRA/PLXNB1/PLXNB2/PLXNB3/PLXNA4",13
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","145/5716","341/18614",2.21071367201667e-06,5.28532410480826e-05,3.63228134435379e-05,"PRKAR2B/IBTK/SPAG9/MLXIPL/MVP/GPRC5A/WWTR1/HGF/BAK1/IPO5/SIRT2/LRP6/NCK2/TRIB2/DNAJC10/FBLN1/CEACAM1/PSEN1/PTPRC/TFAP4/GADD45B/BDKRB1/RASSF2/SMAD7/DNAJC3/PARD6A/SFRP1/RASIP1/CAV1/HSPB1/PRKAG2/ENG/TESK1/SHB/DVL1/DKK1/SNX25/CORO1C/SH2B3/CDKN1B/STK38/CBLB/ERRFI1/GADD45A/RGS2/TNFAIP3/DUSP1/CDKN2C/PKN1/LRP1/PMEPA1/CDKN1A/IL1B/WNK4/PTPRB/APOE/CEP85/PPP1R1B/PTPN22/PRR5L/PKIB/MICAL1/AGT/SPRY2/CDK5RAP2/EMILIN1/PTPRQ/DUSP6/WARS1/MYOCD/ARRB2/AKT1/CALM2/DGKQ/SNCA/SFRP2/IGFBP3/EPHA1/PARD3/PTPRJ/LATS2/PDCD4/PTPRO/GPD1L/HHEX/CNKSR3/PID1/UBASH3B/ANGPT1/LRRK1/RABGEF1/DEPTOR/ADCY8/CD109/GIP/PLPP3/CAMK2N1/DUSP19/PTPN13/ZC3H12A/CAMK2N2/PRKCD/SPRY1/DUSP7/CASP3/SPRED1/SMPD1/PLK1/GREM1/PIP5KL1/PBK/BDKRB2/LDLRAD4/PKIG/FABP4/PRNP/PARP14/HEG1/PPM1E/SFN/JUN/PLEC/MYADM/NPM1/CADM1/NOG/SOCS3/CIB1/INPP5J/SOCS1/NR2F2/NF2/SPRY4/SEMA4D/PRKAR1B/INCA1/ZNF675/ADARB1/ENPP1/SIRPA/CALM1/DMD/MIR27B/CEBPA/LYN",145
"GO:0030278","GO:0030278","regulation of ossification","61/5716","119/18614",2.21112314804576e-06,5.28532410480826e-05,3.63228134435379e-05,"ATP2B1/MEF2C/P2RX7/MAPK1/HIF1A/SMAD7/SFRP1/COMP/PTN/BMPR1A/DKK1/ZBTB16/MDK/MGP/VDR/TENT5A/WNT5A/ACVR2B/ACVR1/TACR1/ACVR2A/SRGN/EGR2/RUNX2/SOX9/KL/LRP4/TFAP2A/BMPR1B/BMP2K/CCN1/ECM1/OSR1/AHSG/ANKH/DHRS3/MATN1/SGMS2/INTU/ADGRV1/GREM1/SMAD3/LTBP3/ADRB2/SIX2/S1PR1/PHOSPHO1/SOX11/ANO6/FAM20C/TMEM119/RFLNB/KREMEN1/CSF1/NOTUM/PBX1/FZD9/ENPP1/IFITM5/BGLAP/GDF10",61
"GO:0030516","GO:0030516","regulation of axon extension","49/5716","90/18614",2.35691912011492e-06,5.61295923790331e-05,3.85744501607892e-05,"IFRD1/CDKL3/SEMA3B/RTN4R/NTN1/SEMA3A/SEMA3C/SEMA5B/CTTN/NRCAM/SEMA6A/NRP1/MAG/LIMK1/CXCL12/WNT3/VEGFA/SEMA5A/WNT5A/RTN4/FN1/MACF1/APOE/OLFM1/PLXNA3/MAP1B/SEMA4F/KIAA0319/SEMA6D/SEMA7A/BARHL2/SEMA6C/GOLGA4/SEMA3D/DRAXIN/DISC1/NKX6-1/CDK5/ISLR2/SEMA3E/SEMA4B/MAPT/SLIT1/SEMA4D/SMURF1/L1CAM/GDI1/PLXNA4/TWF2",49
"GO:0007422","GO:0007422","peripheral nervous system development","43/5716","76/18614",2.50803006324978e-06,5.9289093039324e-05,4.07457825291122e-05,"ETV1/ISL1/GPC1/SIRT2/PALS1/NEFH/NDRG1/ARHGEF10/ASIC2/CNTNAP1/PMP22/ADGRG6/ARTN/ONECUT2/EGR2/HOXD9/ITGB4/GSTM3/EDNRB/NAB1/ERBB2/AKT1/RXRG/PARD3/POU4F1/LGI4/RUNX1/NFASC/CDK5/ILK/GDNF/SH3TC2/CDK1/LAMB2/UGT8/PLEC/EGR3/ADGRB1/POU3F2/POU3F1/SCN8A/SLC5A3/PLXNA4",43
"GO:0050772","GO:0050772","positive regulation of axonogenesis","43/5716","76/18614",2.50803006324978e-06,5.9289093039324e-05,4.07457825291122e-05,"PLXND1/NTN1/PLXNA2/NRDC/NRP1/METRN/LIMK1/CXCL12/WNT3/RND2/VEGFA/SEMA5A/PLXNA1/FN1/STK25/MACF1/PLXNA3/MAP1B/NGF/PLXNC1/SEMA7A/CRABP2/GOLGA4/CHODL/TIAM1/DISC1/PLXNB1/ISLR2/SHOX2/MAP2K1/MAP6/BDNF/EFNA5/MAPT/SEMA4D/PLXNB2/SMURF1/PLXNB3/L1CAM/GDI1/PLXNA4/TWF2/NEFL",43
"GO:0046580","GO:0046580","negative regulation of Ras protein signal transduction","31/5716","49/18614",2.55292653734686e-06,5.96959284735313e-05,4.10253757439444e-05,"ITGA3/ARHGAP44/TGFB2/LZTR1/PPP2CB/RASAL3/RASIP1/RASA4/MET/KANK1/TNFAIP1/KCTD10/RASAL1/RIPOR2/STMN1/ADRA1A/STAMBP/SPRY2/ARHGAP24/ABL2/ITGB1/RABGEF1/SPRY1/DLC1/ARHGAP42/RASA4B/SCAI/HEG1/RASA3/SPRY4/SYNGAP1",31
"GO:0046850","GO:0046850","regulation of bone remodeling","31/5716","49/18614",2.55292653734686e-06,5.96959284735313e-05,4.10253757439444e-05,"PDK4/SYT7/GPR137B/P2RX7/TF/SFRP1/MDK/LEPR/TNFAIP3/SPP1/IL6/DEF8/TNFRSF11A/UBASH3B/PRKCA/PPARGC1B/TNFRSF11B/SLC4A2/MC4R/GREM1/LTBP3/INPP5D/S1PR1/TMEM64/CSF1R/TMEM119/SIGLEC15/SRC/PLEKHM1/BGLAP/ITGB3",31
"GO:0110053","GO:0110053","regulation of actin filament organization","118/5716","268/18614",2.55309180874356e-06,5.96959284735313e-05,4.10253757439444e-05,"CX3CL1/BAIAP2L1/TENM1/RNH1/TMSB10/ELN/ARHGEF5/LIMA1/CYFIP2/ROCK1/PFN2/SPTB/CDC42/NCK2/WDR1/FERMT2/ARHGEF10L/ADD2/ACTN2/CAPZB/RAPGEF3/SSH1/CTTN/ASAP3/PXN/NRP1/TRIOBP/COTL1/CORO2B/TJP1/SFRP1/ARHGEF10/MET/LIMK1/TGFBR1/KANK1/TESK1/CXCL12/PFN1/WASF1/SEMA5A/SPTBN1/TACR1/ALMS1/RGS4/STMN1/APOA1/CCN2/SORBS3/NCKAP1L/SDC4/VASP/DSTN/CCR7/BAIAP2L2/TMOD2/SNX9/GMFG/HIP1R/SWAP70/FHOD1/WASHC4/BIN1/SPTBN5/TPM1/BBS4/SSH2/HAX1/PHLDB2/RASA1/DAAM2/ARHGAP18/EPHA1/GSN/PAK1/CDC42EP2/FER/EPS8/PLEKHH2/RHOC/RHPN1/TMSB15A/TMSB15B/SHANK1/TMOD4/LMOD1/ARPC2/PRKCD/F2RL1/DLC1/CFL2/ARF6/SMAD3/MTSS1/S1PR1/PRKCE/SYNPO/SYNPO2/SSH3/PPM1E/FLII/MYADM/ACTG1/TACSTD2/NF2/CD47/FLNA/SVIL/S100A10/CYRIA/FCHSD1/CAPZA2/TMSB4X/PDXP/TWF2/FMN1/SHANK3/TMSB15C",118
"GO:0150063","GO:0150063","visual system development","162/5716","389/18614",2.61121492783686e-06,6.08337390796776e-05,4.18073236729944e-05,"VIM/BAK1/STAU2/RCN1/LAMC3/FOXC1/PRDM1/ATP2B4/CDON/HIPK2/SDK2/ATP2B1/RARB/CRYBG3/PSEN1/FAT1/XRN2/DZANK1/TGFB2/NRP1/CRYBB1/HIF1A/JAG1/LAMA1/CHRDL1/FLT1/HSF4/PPP1R13L/SLC17A7/MEIS3/PBX4/SIPA1L3/TSPAN12/SLC1A1/TGFBR1/GATA3/B9D1/NAGLU/CRYAB/NECTIN1/TCIRG1/WNT5B/CDKN1B/VEGFA/PDGFRB/WNT5A/HES1/ACVR2B/EFEMP1/WNT6/RAB3GAP1/DLX2/MFAP2/TGIF2/OLFM3/RDH10/TBX2/INHBA/NDP/SOX9/MED1/C3/BFSP1/BCL11B/GNGT1/KDR/TWSG1/PXDN/COL5A1/NES/PDE6A/PDE6B/MEIS2/NOTCH2/RAX/PDGFRA/SPRY2/KLF4/TFAP2A/FOXF2/MYO7A/STRA6/BCAR3/IFT172/CYP1B1/SIX3/RBP4/BMPR1B/PRICKLE1/ACVRL1/SCAPER/BBS4/CYP1A1/NKD1/EPHA2/BARHL2/WNT9A/MEIS1/DLX1/COL8A1/SDK1/EGFR/SHROOM2/VAX1/ROM1/FREM2/SLC7A11/CACNA1C/WNT7A/MEGF11/CPAMD8/CRYAA/AQP5/NEUROD1/FZD5/HIPK1/TGFBR2/SPRY1/FAT3/VSTM4/RET/SALL2/SPRED1/FBN1/TUB/TMEM135/SMAD3/PBX3/STAT3/CLIC4/ITGAM/COL8A2/LAMB2/RARG/PLAAT3/FOXC2/SOX11/JUN/TH/SOX2/SOX1/ALDH1A3/SLITRK6/WT1/PBX1/NF2/FSCN2/KRT12/COL4A1/WNT7B/SPRED3/BLOC1S3/TDRD7/MFAP5/HES5/DLL1/COL5A2/PBX2/CRYGS/MFRP/AQP1/CNTF",162
"GO:0030308","GO:0030308","negative regulation of cell growth","89/5716","191/18614",2.65896700998353e-06,6.17225916035888e-05,4.24181778753976e-05,"IFRD1/CDKL3/SPAG9/BRCA1/SEMA3B/FHL1/RTN4R/FSTL4/DCBLD2/SPHK2/NTN1/SEMA3A/SEMA3C/SEMA5B/SEMA6A/TGFB2/NRP1/BDKRB1/WFDC1/SFRP1/MAG/WNT3/CRYAB/CAPRIN2/CDKN1B/PPARD/SEMA5A/WNT5A/RTN4/RGS2/RGS4/SPP1/NPPB/INHBA/CDKN2C/CDKN1A/FGF13/SH3BP4/PLXNA3/SPART/BTG1/PSRC1/RERG/EPHA7/SEMA4F/AGT/SERPINE2/DNAJB2/CCN3/KIAA0319/SEMA6D/SEMA7A/ACVRL1/PML/OSGIN1/SEMA6C/ADAM15/SFRP2/PTPRJ/DAB2/SEMA3D/CDA/G6PD/DRAXIN/MSX1/CDK5/GREM1/SMAD3/SERTAD3/MINAR1/NPR1/SEMA3E/CCDC85B/SERTAD2/ST20/TSPYL2/WT1/SEMA4B/PPARA/SLIT1/DCC/SEMA4D/DCUN1D3/DACT3/ENPP1/HSPA1B/HSPA1A/SIPA1/MEG3",89
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","77/5716","160/18614",2.73353436939855e-06,6.32252733641464e-05,4.34508795256915e-05,"SLC7A2/SLC25A13/SLC7A14/SLC38A5/ATP1A2/SLC66A1/SLC1A3/PSEN1/SLC27A5/SLC23A2/SLC25A1/NTSR1/ABCD1/SLC38A7/SLC7A5/SLC17A7/SLC1A1/SFXN3/CPT1A/SLC6A12/SLC16A10/SLC1A4/SLC35D1/RGS2/RGS4/SLC2A1/ABCD4/SLC17A5/SLC27A1/SLC7A10/SLC35D2/PER2/AGT/LRRC8A/THBS1/SLC5A6/SLC38A4/SLC15A4/SLC7A1/SLC38A6/SLC16A3/AKT1/SLC47A1/ARL6IP5/SLC16A2/SLC43A1/ITGB1/SLC7A11/ACSL1/SLC16A12/SLC7A7/SFXN2/SLC38A10/SLC25A32/SLC7A3/SLC16A9/SLC38A8/SLC43A2/EMB/LRRC8E/LRRC8C/SLC25A30/SLC16A11/SLC66A1L/SLC25A20/SLC25A18/SLC25A21/SLC25A10/IRS2/SLC6A9/SLC25A29/ACSL5/SLC22A4/TNF/PRAF2/SLC5A8/SLC7A5P1",77
"GO:0046849","GO:0046849","bone remodeling","48/5716","88/18614",2.77659236207747e-06,6.39909995991331e-05,4.39771165289614e-05,"PDK4/SYT7/GPR137B/P2RX7/TF/EFNA2/RASSF2/ACP5/SFRP1/IL7/PTN/MDK/TCIRG1/LEPR/TNFAIP3/SPP1/NOTCH2/IL6/DEF8/TNFRSF11A/P3H4/EPHA2/DOCK5/UBASH3B/PRKCA/LRRK1/PPARGC1B/PTH1R/TNFRSF11B/SLC4A2/CTHRC1/MC4R/GREM1/LTBP3/INPP5D/ADRB2/S1PR1/TMEM64/EXT1/CSF1R/TMEM119/SIGLEC15/SRC/ZNF675/LGR4/PLEKHM1/BGLAP/ITGB3",48
"GO:0050919","GO:0050919","negative chemotaxis","30/5716","47/18614",2.82775834566021e-06,6.49374505806971e-05,4.46275546431638e-05,"SEMA3B/NTN1/SEMA3A/SEMA3C/SEMA5B/SEMA6A/SEMA5A/WNT5A/APOA1/NRP2/PLXNA3/LGR6/EPHA7/SEMA4F/SEMA6D/ITGAV/SEMA7A/SEMA6C/SEMA3D/NRG1/SEMA3E/UNC5C/EFNA5/SEMA4B/FLRT2/SLIT1/SEMA4D/PDGFA/PLXNA4/ITGB3",30
"GO:2000649","GO:2000649","regulation of sodium ion transmembrane transporter activity","35/5716","58/18614",2.87288911490136e-06,6.57390640883122e-05,4.51784547831276e-05,"HECW1/ATP1A2/NEDD4/PTPN3/TESC/FXYD5/FGF14/SCN1B/RANGRF/NHERF1/FGF12/KLHL24/YWHAH/FGF13/ACTN4/GRP/FXYD2/HECW2/ATP1B1/OSR1/CAMK2D/STOM/GPD1L/CNKSR3/FGF11/WNK2/SCN3B/NETO1/CHP2/PRKCE/GLRX/SCN4B/WNK3/STK39/DMD",35
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","107/5716","239/18614",2.91251845253471e-06,6.6409551949639e-05,4.56392402528583e-05,"CD22/IGF1/TNFRSF1B/KITLG/TNFRSF9/GAL/NCK2/ARG2/MEF2C/PTPRC/EFNB1/DHPS/SOS2/NFATC2/TNFSF13B/CD276/RIPK2/IL7/LILRB1/RASAL3/EBI3/AHR/VSIR/BST1/CD81/PRLR/HES1/CBLB/IL1A/ZAP70/TACR1/IGFBP2/SLAMF1/TNFSF4/GPAM/CD274/TNFSF18/PKN1/NCKAP1L/SDC4/CDKN1A/IRF1/IL1B/TNFSF9/CD70/TICAM1/RAC2/TWSG1/IDO1/LGALS3/SFTPD/VAV3/PTPN22/IL6ST/ANXA1/GPNMB/IL6/TLR4/LRRC32/PDE5A/SLC7A1/ERBB2/TNFRSF21/TIRAP/IL18/SH3RF1/TNFRSF14/CD1D/TNFRSF13C/ICOSLG/ZBTB7B/CHRNB2/VCAM1/TGFBR2/IL15/CASP3/SLC4A2/IGF2/IL12A/INPP5D/GPR183/PRNP/CEBPB/STAT5B/CLCF1/ATAD5/SOX11/PAWR/IRS2/ZP3/HMGB1/CD55/ADA/PDCD1LG2/CARD11/AGER/LST1/HLA-E/HLA-G/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB/LYN/RASSF5/CCL5/CD24",107
"GO:0017157","GO:0017157","regulation of exocytosis","90/5716","194/18614",2.94527947144313e-06,6.69192473546972e-05,4.59895228607709e-05,"SYN1/SYT7/GAB2/SLC4A8/ATP9A/SPHK2/SYT1/RAB27A/PFN2/STXBP2/IL4R/CEACAM1/CADPS2/PLA2G3/HMOX1/RIMS4/SYP/STX4/SYT17/VPS18/RAB3A/STX1A/DVL1/SEPTIN4/P2RX1/GNAI2/CSPG5/RAB3GAP1/SDC1/STXBP3/RIMS3/SV2C/NPY/NCKAP1L/IL13RA2/SDC4/PRKCG/RAP1B/ADGRE2/RAC2/SYT5/SYT11/SYT6/ANXA1/MICAL1/STXBP1/RAB13/SNAPIN/RAB5A/SNCA/SYT8/FER/RABGEF1/WNT7A/TPRG1L/ATP13A2/ITGB2/VSNL1/F2RL1/WDR41/STXBP5/CDK5/RAB8B/PRKCB/RAB26/SEPTIN2/RAB3B/IL1RAPL1/P2RY1/ITGAM/ADORA2B/SYT12/HAP1/GATA2/CACNB4/FES/ANXA2/PLA2G6/SEPTIN5/HGS/SV2B/LAMP1/BCR/ZP3/S100A10/SCAMP5/SYT15/HLA-F/SYT3/LYN",90
